Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
SWEETWATER HOSPITAL ASSOCIATION,440084,TN,READM-30-HF-HRRP,,,1.0022,16.9853,16.948,,2020-07-01,2023-06-30
SWEETWATER HOSPITAL ASSOCIATION,440084,TN,READM-30-COPD-HRRP,,,1.0066,18.1075,17.9891,,2020-07-01,2023-06-30
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,TN,READM-30-PN-HRRP,669.0,,0.909,15.013,16.5153,94.0,2020-07-01,2023-06-30
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,TN,READM-30-HIP-KNEE-HRRP,,,0.6605,3.5953,5.4435,,2020-07-01,2023-06-30
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,TN,READM-30-HF-HRRP,971.0,,0.8432,16.4508,19.5107,148.0,2020-07-01,2023-06-30
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,TN,READM-30-COPD-HRRP,195.0,,0.8678,16.2413,18.7152,23.0,2020-07-01,2023-06-30
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,TN,READM-30-CABG-HRRP,241.0,,1.0552,10.8882,10.3187,28.0,2020-07-01,2023-06-30
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,TN,READM-30-AMI-HRRP,495.0,,0.8762,11.3494,12.9525,50.0,2020-07-01,2023-06-30
LINCOLN MEDICAL CENTER,440102,TN,READM-30-PN-HRRP,,,0.9602,14.6501,15.2581,,2020-07-01,2023-06-30
LINCOLN MEDICAL CENTER,440102,TN,READM-30-HF-HRRP,,,0.9917,19.2433,19.4034,,2020-07-01,2023-06-30
LINCOLN MEDICAL CENTER,440102,TN,READM-30-COPD-HRRP,,,0.9551,15.4832,16.2115,,2020-07-01,2023-06-30
ERLANGER MEDICAL CENTER,440104,TN,READM-30-PN-HRRP,372.0,,0.8647,13.0555,15.0979,39.0,2020-07-01,2023-06-30
ERLANGER MEDICAL CENTER,440104,TN,READM-30-HIP-KNEE-HRRP,,,0.7427,3.6373,4.8972,,2020-07-01,2023-06-30
ERLANGER MEDICAL CENTER,440104,TN,READM-30-HF-HRRP,413.0,,0.9055,17.6509,19.4925,66.0,2020-07-01,2023-06-30
ERLANGER MEDICAL CENTER,440104,TN,READM-30-COPD-HRRP,115.0,,0.9378,17.3267,18.4762,16.0,2020-07-01,2023-06-30
ERLANGER MEDICAL CENTER,440104,TN,READM-30-CABG-HRRP,99.0,,1.0727,12.7062,11.845,15.0,2020-07-01,2023-06-30
ERLANGER MEDICAL CENTER,440104,TN,READM-30-AMI-HRRP,223.0,,1.0754,12.8207,11.9223,32.0,2020-07-01,2023-06-30
HARDIN MEDICAL CENTER,440109,TN,READM-30-PN-HRRP,91.0,,1.046,15.3964,14.7191,17.0,2020-07-01,2023-06-30
HARDIN MEDICAL CENTER,440109,TN,READM-30-COPD-HRRP,,,1.007,13.1577,13.0659,,2020-07-01,2023-06-30
FORT LOUDOUN MEDICAL CENTER,440110,TN,READM-30-PN-HRRP,125.0,,1.007,14.8283,14.725,19.0,2020-07-01,2023-06-30
FORT LOUDOUN MEDICAL CENTER,440110,TN,READM-30-HF-HRRP,82.0,,0.9984,18.4314,18.4618,15.0,2020-07-01,2023-06-30
FORT LOUDOUN MEDICAL CENTER,440110,TN,READM-30-COPD-HRRP,,,1.0011,18.6095,18.5896,,2020-07-01,2023-06-30
PHYSICIANS REGIONAL MEDICAL CENTER,440120,TN,READM-30-PN-HRRP,442.0,,1.011,16.5742,16.3936,74.0,2020-07-01,2023-06-30
PHYSICIANS REGIONAL MEDICAL CENTER,440120,TN,READM-30-HIP-KNEE-HRRP,,,0.9888,5.1162,5.1743,,2020-07-01,2023-06-30
PHYSICIANS REGIONAL MEDICAL CENTER,440120,TN,READM-30-HF-HRRP,491.0,,0.9721,19.3477,19.903,93.0,2020-07-01,2023-06-30
PHYSICIANS REGIONAL MEDICAL CENTER,440120,TN,READM-30-COPD-HRRP,72.0,,1.0022,17.8715,17.8327,13.0,2020-07-01,2023-06-30
PHYSICIANS REGIONAL MEDICAL CENTER,440120,TN,READM-30-CABG-HRRP,139.0,,1.127,11.5564,10.2538,20.0,2020-07-01,2023-06-30
PHYSICIANS REGIONAL MEDICAL CENTER,440120,TN,READM-30-AMI-HRRP,339.0,,0.9741,12.4599,12.7913,41.0,2020-07-01,2023-06-30
FORT SANDERS REGIONAL MEDICAL CENTER,440125,TN,READM-30-PN-HRRP,266.0,,1.0831,17.499,16.157,52.0,2020-07-01,2023-06-30
FORT SANDERS REGIONAL MEDICAL CENTER,440125,TN,READM-30-HIP-KNEE-HRRP,,,1.106,5.0125,4.5321,,2020-07-01,2023-06-30
FORT SANDERS REGIONAL MEDICAL CENTER,440125,TN,READM-30-HF-HRRP,260.0,,1.0444,20.3544,19.4889,56.0,2020-07-01,2023-06-30
FORT SANDERS REGIONAL MEDICAL CENTER,440125,TN,READM-30-COPD-HRRP,166.0,,1.1436,21.9496,19.1935,45.0,2020-07-01,2023-06-30
FORT SANDERS REGIONAL MEDICAL CENTER,440125,TN,READM-30-CABG-HRRP,,,1.0044,10.4526,10.4065,,2020-07-01,2023-06-30
FORT SANDERS REGIONAL MEDICAL CENTER,440125,TN,READM-30-AMI-HRRP,131.0,,1.0158,11.6562,11.4748,16.0,2020-07-01,2023-06-30
BAPTIST MEMORIAL HOSPITAL UNION CITY,440130,TN,READM-30-PN-HRRP,113.0,,0.9529,14.3333,15.0421,13.0,2020-07-01,2023-06-30
BAPTIST MEMORIAL HOSPITAL UNION CITY,440130,TN,READM-30-HF-HRRP,124.0,,0.9321,18.4835,19.8292,18.0,2020-07-01,2023-06-30
BAPTIST MEMORIAL HOSPITAL UNION CITY,440130,TN,READM-30-COPD-HRRP,,,0.9715,16.4245,16.9069,,2020-07-01,2023-06-30
BAPTIST MEMORIAL HOSPITAL TIPTON,440131,TN,READM-30-PN-HRRP,114.0,,0.9839,14.093,14.3239,15.0,2020-07-01,2023-06-30
BAPTIST MEMORIAL HOSPITAL TIPTON,440131,TN,READM-30-HF-HRRP,73.0,,0.9848,19.2794,19.5767,13.0,2020-07-01,2023-06-30
BAPTIST MEMORIAL HOSPITAL TIPTON,440131,TN,READM-30-COPD-HRRP,,,0.9982,13.6584,13.6829,,2020-07-01,2023-06-30
HENRY COUNTY MEDICAL CENTER,440132,TN,READM-30-PN-HRRP,160.0,,0.9108,13.8432,15.1987,16.0,2020-07-01,2023-06-30
HENRY COUNTY MEDICAL CENTER,440132,TN,READM-30-HF-HRRP,99.0,,0.992,17.7298,17.8735,17.0,2020-07-01,2023-06-30
HENRY COUNTY MEDICAL CENTER,440132,TN,READM-30-COPD-HRRP,96.0,,1.0013,16.5888,16.568,16.0,2020-07-01,2023-06-30
VANDERBILT BEDFORD HOSPITAL,440137,TN,READM-30-PN-HRRP,,,0.9406,13.963,14.8444,,2020-07-01,2023-06-30
VANDERBILT BEDFORD HOSPITAL,440137,TN,READM-30-HF-HRRP,,,0.9775,16.9901,17.3815,,2020-07-01,2023-06-30
VANDERBILT TULLAHOMA-HARTON HOSPITAL,440144,TN,READM-30-PN-HRRP,168.0,,1.0067,15.2118,15.1106,26.0,2020-07-01,2023-06-30
VANDERBILT TULLAHOMA-HARTON HOSPITAL,440144,TN,READM-30-HF-HRRP,227.0,,0.9727,18.9188,19.4504,41.0,2020-07-01,2023-06-30
VANDERBILT TULLAHOMA-HARTON HOSPITAL,440144,TN,READM-30-COPD-HRRP,58.0,,0.9971,21.0186,21.0801,12.0,2020-07-01,2023-06-30
VANDERBILT TULLAHOMA-HARTON HOSPITAL,440144,TN,READM-30-AMI-HRRP,,,0.9729,12.7566,13.1124,,2020-07-01,2023-06-30
DEKALB COMMUNITY HOSPITAL,440148,TN,READM-30-PN-HRRP,,,0.9871,14.2658,14.4527,,2020-07-01,2023-06-30
TRISTAR SUMMIT MEDICAL CENTER,440150,TN,READM-30-PN-HRRP,407.0,,0.9658,14.8188,15.3433,58.0,2020-07-01,2023-06-30
TRISTAR SUMMIT MEDICAL CENTER,440150,TN,READM-30-HIP-KNEE-HRRP,,,0.9349,5.6096,6.0003,,2020-07-01,2023-06-30
TRISTAR SUMMIT MEDICAL CENTER,440150,TN,READM-30-HF-HRRP,388.0,,1.0709,20.9105,19.5266,86.0,2020-07-01,2023-06-30
TRISTAR SUMMIT MEDICAL CENTER,440150,TN,READM-30-COPD-HRRP,100.0,,1.0976,18.3227,16.6931,24.0,2020-07-01,2023-06-30
TRISTAR SUMMIT MEDICAL CENTER,440150,TN,READM-30-AMI-HRRP,124.0,,1.0653,12.9353,12.1421,19.0,2020-07-01,2023-06-30
SAINT THOMAS RIVER PARK HOSPITAL,440151,TN,READM-30-PN-HRRP,174.0,,0.961,14.7343,15.3327,23.0,2020-07-01,2023-06-30
SAINT THOMAS RIVER PARK HOSPITAL,440151,TN,READM-30-HF-HRRP,127.0,,1.0202,19.3713,18.9881,26.0,2020-07-01,2023-06-30
SAINT THOMAS RIVER PARK HOSPITAL,440151,TN,READM-30-COPD-HRRP,,,0.9331,14.6807,15.7327,,2020-07-01,2023-06-30
TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER,440153,TN,READM-30-PN-HRRP,108.0,,0.9776,15.2818,15.6321,15.0,2020-07-01,2023-06-30
TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER,440153,TN,READM-30-HF-HRRP,67.0,,0.9635,20.3941,21.1667,11.0,2020-07-01,2023-06-30
PARKRIDGE MEDICAL CENTER,440156,TN,READM-30-PN-HRRP,418.0,,0.9545,15.8286,16.5829,63.0,2020-07-01,2023-06-30
PARKRIDGE MEDICAL CENTER,440156,TN,READM-30-HIP-KNEE-HRRP,307.0,,0.9828,4.9592,5.0461,15.0,2020-07-01,2023-06-30
PARKRIDGE MEDICAL CENTER,440156,TN,READM-30-HF-HRRP,437.0,,0.9995,19.23,19.2397,84.0,2020-07-01,2023-06-30
PARKRIDGE MEDICAL CENTER,440156,TN,READM-30-COPD-HRRP,92.0,,1.0549,19.2292,18.2287,21.0,2020-07-01,2023-06-30
PARKRIDGE MEDICAL CENTER,440156,TN,READM-30-CABG-HRRP,62.0,,1.0411,15.4552,14.8452,11.0,2020-07-01,2023-06-30
PARKRIDGE MEDICAL CENTER,440156,TN,READM-30-AMI-HRRP,213.0,,0.9983,14.5933,14.6185,31.0,2020-07-01,2023-06-30
TRISTAR CENTENNIAL MEDICAL CENTER,440161,TN,READM-30-PN-HRRP,340.0,,1.1172,18.639,16.6842,71.0,2020-07-01,2023-06-30
TRISTAR CENTENNIAL MEDICAL CENTER,440161,TN,READM-30-HIP-KNEE-HRRP,310.0,,0.7946,4.5053,5.6697,11.0,2020-07-01,2023-06-30
TRISTAR CENTENNIAL MEDICAL CENTER,440161,TN,READM-30-HF-HRRP,659.0,,0.9492,19.2216,20.2493,123.0,2020-07-01,2023-06-30
TRISTAR CENTENNIAL MEDICAL CENTER,440161,TN,READM-30-COPD-HRRP,74.0,,1.0047,19.8705,19.7782,15.0,2020-07-01,2023-06-30
TRISTAR CENTENNIAL MEDICAL CENTER,440161,TN,READM-30-CABG-HRRP,301.0,,1.0226,11.7137,11.4554,36.0,2020-07-01,2023-06-30
TRISTAR CENTENNIAL MEDICAL CENTER,440161,TN,READM-30-AMI-HRRP,450.0,,0.9243,13.5096,14.6168,57.0,2020-07-01,2023-06-30
PARKWEST MEDICAL CENTER,440173,TN,READM-30-PN-HRRP,376.0,,1.0176,15.1183,14.857,58.0,2020-07-01,2023-06-30
PARKWEST MEDICAL CENTER,440173,TN,READM-30-HIP-KNEE-HRRP,506.0,,1.3446,6.9436,5.164,39.0,2020-07-01,2023-06-30
PARKWEST MEDICAL CENTER,440173,TN,READM-30-HF-HRRP,550.0,,1.0057,19.0184,18.9102,105.0,2020-07-01,2023-06-30
PARKWEST MEDICAL CENTER,440173,TN,READM-30-COPD-HRRP,170.0,,0.996,17.7914,17.8632,30.0,2020-07-01,2023-06-30
PARKWEST MEDICAL CENTER,440173,TN,READM-30-CABG-HRRP,210.0,,1.0515,9.7072,9.2321,22.0,2020-07-01,2023-06-30
PARKWEST MEDICAL CENTER,440173,TN,READM-30-AMI-HRRP,356.0,,1.0914,12.3364,11.3037,48.0,2020-07-01,2023-06-30
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,440175,TN,READM-30-PN-HRRP,171.0,,0.9308,13.2544,14.2394,18.0,2020-07-01,2023-06-30
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,440175,TN,READM-30-HF-HRRP,72.0,,1.0086,19.9951,19.825,15.0,2020-07-01,2023-06-30
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,440175,TN,READM-30-COPD-HRRP,,,0.9932,18.7086,18.8372,,2020-07-01,2023-06-30
INDIAN PATH COMMUNITY HOSPITAL,440176,TN,READM-30-PN-HRRP,70.0,,1.0615,14.448,13.6111,14.0,2020-07-01,2023-06-30
ST FRANCIS HOSPITAL,440183,TN,READM-30-PN-HRRP,167.0,,0.9374,15.8063,16.8622,22.0,2020-07-01,2023-06-30
ST FRANCIS HOSPITAL,440183,TN,READM-30-HIP-KNEE-HRRP,,,0.9554,4.8542,5.0806,,2020-07-01,2023-06-30
ST FRANCIS HOSPITAL,440183,TN,READM-30-HF-HRRP,188.0,,1.0116,20.3107,20.0783,39.0,2020-07-01,2023-06-30
ST FRANCIS HOSPITAL,440183,TN,READM-30-COPD-HRRP,,,0.9337,17.6387,18.891,,2020-07-01,2023-06-30
ST FRANCIS HOSPITAL,440183,TN,READM-30-CABG-HRRP,80.0,,1.0847,10.4604,9.6432,11.0,2020-07-01,2023-06-30
ST FRANCIS HOSPITAL,440183,TN,READM-30-AMI-HRRP,83.0,,1.0078,12.8112,12.7117,11.0,2020-07-01,2023-06-30
FRANKLIN WOODS COMMUNITY HOSPITAL,440184,TN,READM-30-PN-HRRP,158.0,,1.0257,15.3935,15.0078,26.0,2020-07-01,2023-06-30
FRANKLIN WOODS COMMUNITY HOSPITAL,440184,TN,READM-30-HF-HRRP,86.0,,1.0094,19.0134,18.8371,17.0,2020-07-01,2023-06-30
FRANKLIN WOODS COMMUNITY HOSPITAL,440184,TN,READM-30-COPD-HRRP,,,0.9942,19.3755,19.4894,,2020-07-01,2023-06-30
TENNOVA HEALTH CARE-CLEVELAND,440185,TN,READM-30-PN-HRRP,317.0,,0.958,16.3806,17.0982,49.0,2020-07-01,2023-06-30
TENNOVA HEALTH CARE-CLEVELAND,440185,TN,READM-30-HIP-KNEE-HRRP,,,1.1803,7.9691,6.752,,2020-07-01,2023-06-30
TENNOVA HEALTH CARE-CLEVELAND,440185,TN,READM-30-HF-HRRP,315.0,,1.1196,24.0436,21.475,84.0,2020-07-01,2023-06-30
TENNOVA HEALTH CARE-CLEVELAND,440185,TN,READM-30-COPD-HRRP,106.0,,1.0367,20.5036,19.7787,24.0,2020-07-01,2023-06-30
TENNOVA HEALTH CARE-CLEVELAND,440185,TN,READM-30-AMI-HRRP,144.0,,1.0117,15.5747,15.3943,23.0,2020-07-01,2023-06-30
LIVINGSTON REGIONAL HOSPITAL,440187,TN,READM-30-PN-HRRP,124.0,,1.0337,15.1569,14.663,21.0,2020-07-01,2023-06-30
LIVINGSTON REGIONAL HOSPITAL,440187,TN,READM-30-HF-HRRP,95.0,,1.0316,18.7651,18.1898,20.0,2020-07-01,2023-06-30
LIVINGSTON REGIONAL HOSPITAL,440187,TN,READM-30-COPD-HRRP,,,1.0338,17.1836,16.6225,,2020-07-01,2023-06-30
SAINT THOMAS HIGHLANDS HOSPITAL,440192,TN,READM-30-PN-HRRP,,,1.0037,14.6351,14.5813,,2020-07-01,2023-06-30
VANDERBILT WILSON COUNTY HOSPITAL,440193,TN,READM-30-PN-HRRP,226.0,,1.0639,17.1561,16.1252,43.0,2020-07-01,2023-06-30
VANDERBILT WILSON COUNTY HOSPITAL,440193,TN,READM-30-HIP-KNEE-HRRP,,,1.0782,4.2558,3.9472,,2020-07-01,2023-06-30
VANDERBILT WILSON COUNTY HOSPITAL,440193,TN,READM-30-HF-HRRP,170.0,,0.9667,19.0426,19.6984,30.0,2020-07-01,2023-06-30
VANDERBILT WILSON COUNTY HOSPITAL,440193,TN,READM-30-COPD-HRRP,102.0,,0.9676,17.6696,18.2608,16.0,2020-07-01,2023-06-30
VANDERBILT WILSON COUNTY HOSPITAL,440193,TN,READM-30-AMI-HRRP,,,0.9803,12.2986,12.5458,,2020-07-01,2023-06-30
TRISTAR HENDERSONVILLE MEDICAL CENTER,440194,TN,READM-30-PN-HRRP,328.0,,1.0103,17.1635,16.9884,57.0,2020-07-01,2023-06-30
TRISTAR HENDERSONVILLE MEDICAL CENTER,440194,TN,READM-30-HIP-KNEE-HRRP,,,1.0155,4.8769,4.8026,,2020-07-01,2023-06-30
TRISTAR HENDERSONVILLE MEDICAL CENTER,440194,TN,READM-30-HF-HRRP,213.0,,1.0457,22.8836,21.8834,52.0,2020-07-01,2023-06-30
TRISTAR HENDERSONVILLE MEDICAL CENTER,440194,TN,READM-30-COPD-HRRP,66.0,,1.0052,19.2089,19.1099,13.0,2020-07-01,2023-06-30
TRISTAR HENDERSONVILLE MEDICAL CENTER,440194,TN,READM-30-AMI-HRRP,93.0,,0.965,13.6826,14.1794,11.0,2020-07-01,2023-06-30
TRISTAR SOUTHERN HILLS MEDICAL CENTER,440197,TN,READM-30-PN-HRRP,119.0,,0.9475,13.8982,14.6688,13.0,2020-07-01,2023-06-30
TRISTAR SOUTHERN HILLS MEDICAL CENTER,440197,TN,READM-30-HF-HRRP,122.0,,1.022,19.2392,18.8246,25.0,2020-07-01,2023-06-30
TRISTAR SOUTHERN HILLS MEDICAL CENTER,440197,TN,READM-30-AMI-HRRP,,,0.9271,12.3212,13.29,,2020-07-01,2023-06-30
STONES RIVER HOSPITAL,440200,TN,READM-30-PN-HRRP,,,1.0182,13.2185,12.9825,,2020-07-01,2023-06-30
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,440218,TN,READM-30-HIP-KNEE-HRRP,,,0.9263,3.0677,3.3117,,2020-07-01,2023-06-30
TRISTAR STONECREST MEDICAL CENTER,440227,TN,READM-30-PN-HRRP,167.0,,1.094,17.8886,16.3512,36.0,2020-07-01,2023-06-30
TRISTAR STONECREST MEDICAL CENTER,440227,TN,READM-30-HF-HRRP,157.0,,1.0368,21.2804,20.5244,36.0,2020-07-01,2023-06-30
TRISTAR STONECREST MEDICAL CENTER,440227,TN,READM-30-COPD-HRRP,46.0,,1.0396,18.6503,17.9399,11.0,2020-07-01,2023-06-30
TRISTAR STONECREST MEDICAL CENTER,440227,TN,READM-30-AMI-HRRP,,,1.0256,13.8798,13.5329,,2020-07-01,2023-06-30
SAINT FRANCIS BARTLETT MEDICAL CENTER,440228,TN,READM-30-PN-HRRP,320.0,,0.8607,13.0936,15.2134,32.0,2020-07-01,2023-06-30
SAINT FRANCIS BARTLETT MEDICAL CENTER,440228,TN,READM-30-HF-HRRP,310.0,,1.0398,19.4407,18.697,63.0,2020-07-01,2023-06-30
SAINT FRANCIS BARTLETT MEDICAL CENTER,440228,TN,READM-30-COPD-HRRP,109.0,,0.9713,14.386,14.8106,14.0,2020-07-01,2023-06-30
SAINT FRANCIS BARTLETT MEDICAL CENTER,440228,TN,READM-30-AMI-HRRP,,,0.8588,10.6893,12.4462,,2020-07-01,2023-06-30
THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,450002,TX,READM-30-PN-HRRP,95.0,,0.9927,16.3139,16.4334,15.0,2020-07-01,2023-06-30
THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,450002,TX,READM-30-HIP-KNEE-HRRP,,,1.0793,4.1591,3.8533,,2020-07-01,2023-06-30
THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,450002,TX,READM-30-HF-HRRP,72.0,,1.0363,18.7899,18.1319,16.0,2020-07-01,2023-06-30
THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,450002,TX,READM-30-AMI-HRRP,,,1.0316,14.0887,13.6573,,2020-07-01,2023-06-30
PETERSON REGIONAL MEDICAL CENTER,450007,TX,READM-30-PN-HRRP,219.0,,1.0045,13.5662,13.506,30.0,2020-07-01,2023-06-30
PETERSON REGIONAL MEDICAL CENTER,450007,TX,READM-30-HIP-KNEE-HRRP,,,0.9113,3.6754,4.0332,,2020-07-01,2023-06-30
PETERSON REGIONAL MEDICAL CENTER,450007,TX,READM-30-HF-HRRP,225.0,,0.9777,17.128,17.5191,37.0,2020-07-01,2023-06-30
PETERSON REGIONAL MEDICAL CENTER,450007,TX,READM-30-COPD-HRRP,78.0,,0.9823,15.4682,15.7473,11.0,2020-07-01,2023-06-30
PETERSON REGIONAL MEDICAL CENTER,450007,TX,READM-30-AMI-HRRP,139.0,,0.9734,10.9616,11.2608,14.0,2020-07-01,2023-06-30
UNITED REGIONAL HEALTH CARE SYSTEM,450010,TX,READM-30-PN-HRRP,1014.0,,0.909,15.0292,16.5333,146.0,2020-07-01,2023-06-30
UNITED REGIONAL HEALTH CARE SYSTEM,450010,TX,READM-30-HIP-KNEE-HRRP,,,0.9178,3.8506,4.1956,,2020-07-01,2023-06-30
UNITED REGIONAL HEALTH CARE SYSTEM,450010,TX,READM-30-HF-HRRP,682.0,,1.0409,20.6972,19.8837,144.0,2020-07-01,2023-06-30
UNITED REGIONAL HEALTH CARE SYSTEM,450010,TX,READM-30-COPD-HRRP,260.0,,1.001,19.9767,19.9574,52.0,2020-07-01,2023-06-30
UNITED REGIONAL HEALTH CARE SYSTEM,450010,TX,READM-30-CABG-HRRP,97.0,,1.0305,11.3511,11.0155,12.0,2020-07-01,2023-06-30
UNITED REGIONAL HEALTH CARE SYSTEM,450010,TX,READM-30-AMI-HRRP,280.0,,1.0233,13.8933,13.5775,40.0,2020-07-01,2023-06-30
CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,450011,TX,READM-30-PN-HRRP,497.0,,0.9125,15.3269,16.7971,70.0,2020-07-01,2023-06-30
CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,450011,TX,READM-30-HIP-KNEE-HRRP,,,0.7741,3.151,4.0707,,2020-07-01,2023-06-30
CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,450011,TX,READM-30-HF-HRRP,669.0,,1.0362,20.6986,19.9747,141.0,2020-07-01,2023-06-30
CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,450011,TX,READM-30-COPD-HRRP,132.0,,1.0914,19.355,17.7337,31.0,2020-07-01,2023-06-30
CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,450011,TX,READM-30-CABG-HRRP,120.0,,1.1,11.5303,10.4823,17.0,2020-07-01,2023-06-30
CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,450011,TX,READM-30-AMI-HRRP,174.0,,1.0242,13.1405,12.8299,24.0,2020-07-01,2023-06-30
PARKLAND HEALTH & HOSPITAL SYSTEM,450015,TX,READM-30-PN-HRRP,89.0,,0.9986,18.0839,18.1085,16.0,2020-07-01,2023-06-30
PARKLAND HEALTH & HOSPITAL SYSTEM,450015,TX,READM-30-HF-HRRP,262.0,,0.9175,20.6913,22.5512,48.0,2020-07-01,2023-06-30
PARKLAND HEALTH & HOSPITAL SYSTEM,450015,TX,READM-30-COPD-HRRP,47.0,,1.0158,23.335,22.9725,12.0,2020-07-01,2023-06-30
PARKLAND HEALTH & HOSPITAL SYSTEM,450015,TX,READM-30-AMI-HRRP,,,1.0378,17.5432,16.9038,,2020-07-01,2023-06-30
UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,450018,TX,READM-30-PN-HRRP,496.0,,1.0287,17.1492,16.6704,87.0,2020-07-01,2023-06-30
UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,450018,TX,READM-30-HF-HRRP,1047.0,,1.128,22.9488,20.3446,249.0,2020-07-01,2023-06-30
UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,450018,TX,READM-30-COPD-HRRP,191.0,,1.0674,21.3701,20.0199,45.0,2020-07-01,2023-06-30
UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,450018,TX,READM-30-CABG-HRRP,94.0,,1.0438,12.2963,11.78,13.0,2020-07-01,2023-06-30
UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,450018,TX,READM-30-AMI-HRRP,282.0,,1.2366,18.554,15.0038,63.0,2020-07-01,2023-06-30
BAYLOR UNIVERSITY MEDICAL CENTER,450021,TX,READM-30-PN-HRRP,541.0,,0.9814,17.2452,17.5717,92.0,2020-07-01,2023-06-30
BAYLOR UNIVERSITY MEDICAL CENTER,450021,TX,READM-30-HIP-KNEE-HRRP,,,0.9721,5.8242,5.991,,2020-07-01,2023-06-30
BAYLOR UNIVERSITY MEDICAL CENTER,450021,TX,READM-30-HF-HRRP,615.0,,0.8795,18.3814,20.8999,104.0,2020-07-01,2023-06-30
BAYLOR UNIVERSITY MEDICAL CENTER,450021,TX,READM-30-COPD-HRRP,162.0,,0.9696,19.093,19.6907,29.0,2020-07-01,2023-06-30
BAYLOR UNIVERSITY MEDICAL CENTER,450021,TX,READM-30-CABG-HRRP,216.0,,1.1554,13.0295,11.2769,33.0,2020-07-01,2023-06-30
BAYLOR UNIVERSITY MEDICAL CENTER,450021,TX,READM-30-AMI-HRRP,,,1.0211,15.2374,14.923,,2020-07-01,2023-06-30
CITIZENS MEDICAL CENTER,450023,TX,READM-30-PN-HRRP,250.0,,1.0592,16.0448,15.1474,44.0,2020-07-01,2023-06-30
CITIZENS MEDICAL CENTER,450023,TX,READM-30-HF-HRRP,325.0,,1.0025,19.6369,19.5871,64.0,2020-07-01,2023-06-30
CITIZENS MEDICAL CENTER,450023,TX,READM-30-COPD-HRRP,,,0.9827,15.3159,15.5858,,2020-07-01,2023-06-30
CITIZENS MEDICAL CENTER,450023,TX,READM-30-CABG-HRRP,,,0.9827,9.8434,10.0163,,2020-07-01,2023-06-30
CITIZENS MEDICAL CENTER,450023,TX,READM-30-AMI-HRRP,150.0,,0.9917,12.9308,13.0388,19.0,2020-07-01,2023-06-30
UNIVERSITY MEDICAL CENTER OF EL PASO,450024,TX,READM-30-PN-HRRP,66.0,,1.0789,16.4331,15.2316,16.0,2020-07-01,2023-06-30
UNIVERSITY MEDICAL CENTER OF EL PASO,450024,TX,READM-30-HF-HRRP,80.0,,1.042,17.7494,17.0342,17.0,2020-07-01,2023-06-30
UNIVERSITY MEDICAL CENTER OF EL PASO,450024,TX,READM-30-AMI-HRRP,,,1.0274,12.2171,11.8919,,2020-07-01,2023-06-30
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,450028,TX,READM-30-PN-HRRP,169.0,,0.9258,16.1448,17.4384,22.0,2020-07-01,2023-06-30
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,450028,TX,READM-30-HF-HRRP,145.0,,1.086,22.1212,20.3699,38.0,2020-07-01,2023-06-30
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,450028,TX,READM-30-COPD-HRRP,,,0.9812,19.2483,19.6177,,2020-07-01,2023-06-30
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,450028,TX,READM-30-AMI-HRRP,82.0,,0.9626,15.6925,16.3017,11.0,2020-07-01,2023-06-30
LAREDO MEDICAL CENTER,450029,TX,READM-30-PN-HRRP,287.0,,0.922,16.5768,17.9788,42.0,2020-07-01,2023-06-30
LAREDO MEDICAL CENTER,450029,TX,READM-30-HF-HRRP,307.0,,1.0291,21.7975,21.1806,69.0,2020-07-01,2023-06-30
